"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0021915","BP","GO:0021915","neural tube development","53/3047","181/15222",0.00176454900218024,0.00176454900218024,0.0444150241006797,"Lhx2/Tcf7/Sec24b/Luzp1/Rarg/Tulp3/Brpf1/Smo/Folr1/Tsc2/Tgfb1/Shh/Dvl3/Pax2/Rab23/Plod3/Pax3/Prkacb/Prkaca/Epha2/Arid1a/Fzd3/Rala/Bmp7/Wnt3a/Psen2/Fuz/Aldh1a2/Cluap1/Celsr1/Nup50/Sdc4/Ift52/Stk4/Pfn1/Kif3a/Sfrp5/Fkbp8/Psen1/Apaf1/Cobl/Rock2/Nf1/Dvl2/Tmem107/Kat2a/Mthfd1/Hif1a/Zfp36l1/Gli3/Tfap2a/Ptch1/Cdk20",53
"GO:0001933","BP","GO:0001933","negative regulation of protein phosphorylation","84/3047","312/15222",0.00178183119321218,0.00178183119321218,0.0446794974003374,"Pparg/Kat2b/Mapk7/Akt1/Chordc1/Pwp1/Fbxo7/Tsc2/Tgfb1/Apoe/Prkar2b/Cdkn1b/Ppp5c/Dusp3/Bax/Dnaja3/Ptpn6/Coro1c/Dgkq/Hspb1/Mlxipl/Insr/Pard6a/Tfap4/Apc/Inpp5k/Crkl/Fbln1/Cav1/Bmp7/Nf2/Met/Hyal2/Psen2/Akt1s1/Acp4/Sh3bp5l/Pten/Chp1/Tsg101/Lrrk1/Sirt2/Cnksr3/Gadd45b/Ager/Macroh2a1/Dbndd2/Cdk5rap3/Sfrp5/Irf1/Arrb1/Fkbp8/Mical1/Tnfaip3/Pkib/Dusp6/Psen1/Igf1/Sirt1/Ddit4/Ptprb/Adora2a/Irak3/Adarb1/Ppp2ca/Hspa4/Rack1/Ube2b/Igfbp3/Xbp1/Ggnbp2/Myocd/Prkar1a/Nf1/Pecam1/Bdkrb2/Wars/Trim27/Sema4d/Gadd45g/Drd1/Ocln/Hmgcr/Pde4d",84
"GO:0001708","BP","GO:0001708","cell fate specification","27/3047","78/15222",0.00180441451178343,0.00180441451178343,0.0449042975822173,"Tbx2/Tbx4/Sox9/Tbx21/Smo/Shh/Pax2/Apc/Ihh/Ctnnb1/Tbx1/Wnt3a/Psen2/Nanog/Ehmt2/Myl2/Dll1/Wnt11/Tbx5/Tbx3/Fkbp8/Psen1/Ascl1/Apc2/Hnf1b/Gli3/Ptch1",27
"GO:0030667","CC","GO:0030667","secretory granule membrane","27/3047","78/15222",0.00180441451178343,0.00180441451178343,0.0449042975822173,"Cav2/Car4/Dbh/Tcirg1/Pla1a/Slc2a3/Sri/Stxbp2/Aqp1/Syt5/Cav1/Kcnq1/Tmem190/Kif1a/Actn1/Cd46/Lamp2/Sparc/Cyb561/Stxbp5/Moxd1/Pcsk4/Rph3al/Vamp2/Trip11/Tmed10/Scamp1",27
"GO:0051223","BP","GO:0051223","regulation of protein transport","123/3047","483/15222",0.00181744142471953,0.00181744142471953,0.0450584508344592,"Ins2/Cdh1/Gcg/Tamalin/Myo18a/Oprm1/Pcnt/Cyp51/Jup/Tcirg1/Smo/Rac1/Emd/Bcap31/Rab34/Bbc3/Nr1h3/Ppard/Tgfb1/Shh/Prkd1/Cd36/Apoe/Rab8a/Sri/Cacnb3/Crhr2/Akt2/Cacna1e/Il12b/Pde1c/Cd33/Rab23/Rab11a/4930550C14Rik/Prkaca/Trim28/Pard6a/Trh/Tpr/Inpp5k/Arpc2/Tek/Cdc42/Kif5b/Hspa1l/Derl3/Trpm2/Ube2g2/Kcnq1/Dmap1/Mcu/Hyal2/Myt1/Chp1/Tsg101/Nol3/Nolc1/Gdi1/Cacna1d/Brca1/Birc5/Myo1c/Kif3a/Septin8/Akap1/Derl2/Tcaf3/Ndel1/Arrb1/Fis1/Stxbp5/Snx3/Fyn/Gopc/Cdk1/Psen1/Cep290/Ahi1/Igf1/Sirt1/Sar1a/Adora2a/Mdm2/Pfkl/Rhbdf1/Xpo1/Erlec1/Ppp2ca/Rack1/Sar1b/Xbp1/Llgl1/Srebf1/Stxbp4/Fkbp1b/Rsad2/Dnajc27/Nf1/Llgl2/Rhbdf2/Nos2/Rph3al/Doc2b/Ywhae/Nr1d1/Vamp2/Myh10/Scfd1/Akap5/Ppm1a/Hif1a/Chga/Tmed10/Tgfb3/Gli3/Gpld1/Pcsk1/Glrx/Cartpt/Hmgcr/F2rl1/Pde8b",123
"GO:0005801","CC","GO:0005801","cis-Golgi network","21/3047","56/15222",0.00183873724548523,0.00183873724548523,0.0453074252970017,"Ift20/Pcnt/Trappc6a/Golga2/Kdelr1/Gpr108/Gosr1/Kdelr3/H2-M3/H2-M2/Slc35c2/Ccn2/Limk2/Ubxn2a/Scfd1/Trappc6b/Trip11/Golga5/Tmed10/Angel1/Trpc7",21
"GO:0043209","CC","GO:0043209","myelin sheath","57/3047","198/15222",0.00187139421814058,0.00187139421814058,0.0453074252970017,"Cox5a/Dlat/Cdh1/Ckmt1/Atp5pb/Calm1/Ckb/Cct3/Akr1b3/Septin7/Eno2/Dlst/Wdr1/Ndrg1/Prdx2/Napa/Atp6v1b2/Cdc42/Cnp/Sod2/Atp1a2/Ubc/Rala/Syn2/Pgam1/Pten/Sirt2/Gdi1/Hspa8/Slc25a5/Eef1a2/Cntnap1/Pitpna/Pmp22/Septin8/Mdh2/Calm3/Ubb/Mdh1/Canx/Nefh/Vdac1/Rtn4/Rps27a/Septin4/Llgl1/Dld/Nme2/Gfap/Pals1/Gdi2/Hsp90aa1/Tppp/Sdha/Srd5a1/Marveld2/Serinc5",57
"GO:0042306","BP","GO:0042306","regulation of protein import into nucleus","24/3047","67/15222",0.00187350999731792,0.00187350999731792,0.0453074252970017,"Cdh1/Jup/Smo/Tgfb1/Shh/Prkd1/Cd36/Rab23/Trim28/Tpr/Tek/Dmap1/Hyal2/Chp1/Nolc1/Brca1/Akap1/Cdk1/Psen1/Ppp2ca/Xbp1/Nf1/Akap5/Gli3",24
"GO:0051926","BP","GO:0051926","negative regulation of calcium ion transport","24/3047","67/15222",0.00187350999731792,0.00187350999731792,0.0453074252970017,"Rem1/Fmr1/Calm1/Akt1/Tgfb1/Sri/Cacnb3/Crhr2/Gstm7/Cd33/Ubqln1/Inpp5k/Atp1a2/Stc1/Ahr/Calm3/Trdn/Mrln/Ppp2ca/Vdac1/Fkbp1b/Ace/Ywhae/Trim27",24
"GO:0042110","BP","GO:0042110","T cell activation","115/3047","448/15222",0.00188120110581719,0.00188120110581719,0.0453074252970017,"Itgb2/Lck/Loxl3/Btn1a1/Aire/Icosl/Tcf7/Il12rb1/Bcl11a/Il4/Lgals9/Efnb2/Tbx21/Tcirg1/Cd3g/Foxn1/Spi1/Stat6/Braf/Tgfb1/Shh/Kdelr1/Jag2/Clptm1/Relb/Stk11/Ebi3/Ncstn/Dusp3/Bax/Il7r/Efnb3/Stat3/Stat5a/Dnaja3/Psap/Ptpn6/Il12b/Ly9/Cd244a/Zp3/Hspb1/Cd44/Eif2ak4/Prdx2/Il27ra/Kit/Tnfsf14/Apc/Zbtb32/Ihh/Slc4a1/Hfe/Pknox1/Ctnnb1/Cav1/Rhoa/Zmiz1/Ncaph2/Psen2/Tnfaip8l2/Clec4f/Slamf6/Slamf1/Cd48/Cd83/Ager/Srf/Gata3/Gnrh1/H2-M3/Nkap/Cd46/Cd274/Pdcd1lg2/Sdc4/Ada/Ncor1/Ikzf1/Irf1/Traf3ip2/Fyn/Psen1/Myb/Arg1/Igf1/Vsir/Peli1/Dock2/Tcf3/Adora2a/Ap3d1/Itk/Havcr2/Patz1/Xbp1/Hs1bp3/Prkar1a/Fkbp1b/Rsad2/Mink1/Kat2a/Stat5b/Arg2/Zfp36l1/Hsp90aa1/Gli3/Irf4/Gadd45g/Syk/Ctsl/Prelid1/Xrcc4/F2rl1/Ap3b1",115
"GO:0048285","BP","GO:0048285","organelle fission","110/3047","426/15222",0.00189069171166709,0.00189069171166709,0.0453074252970017,"Pparg/Septin1/Pdgfb/Tom1l2/Dnmt3l/Chmp1a/Ube2c/Kpnb1/Spag5/Ccne1/Hsf2bp/Rec8/Golga2/Tgfb1/Akap8l/Cdkn1b/Foxj2/Pex19/Calr/Syce2/Kifc2/Phb2/Cul3/Coro1c/Mtfp1/Rab11a/Chmp2b/4930550C14Rik/Msh4/Igf1r/Insr/Apc/Spo11/Tpr/Cdc20/Cdt1/Cdc42/Msh5/Ppp2r1a/Rad51c/Rhoa/Brme1/Ncaph2/Rala/Bmp7/Met/Tex15/Mcu/Tex11/Vps4b/Spire2/Tex14/Dazl/Kif11/Ehmt2/Anapc1/Chfr/Ankrd53/Msh3/Fbxw5/Sirt2/Mov10l1/Eps8/Ncapg/Macroh2a1/Acot8/Zfp207/Top2b/Cdc6/Birc5/Mybl2/Mapt/Mief2/Ndel1/Rad51d/Ywhah/Fis1/Chtf18/Psmc3ip/Ubb/Esr1/Fbxo5/Reep3/Zwint/Dcn/Mtfr2/Igf1/Sycp3/Actr2/Fzr1/Ube2b/Pttg1/Hormad2/Drg1/Myo19/Tom1l1/Lpin1/Cdc27/Acox1/Aurkb/Top2a/4930447C04Rik/Mlh3/Xrcc3/Edn1/Spin1/Trip13/Slf1/Ap3b1/Kif2a",110
"GO:2001233","BP","GO:2001233","regulation of apoptotic signaling pathway","97/3047","369/15222",0.00189091744363618,0.00189091744363618,0.0453074252970017,"Gnai3/Ngfr/Mnt/Tpd52l1/Gcg/Lck/Raf1/Zfp385a/Ddx3x/Il4/Dbh/Mapk7/Eef1e1/Akt1/Bcap31/Bbc3/Daxx/Tmem161a/Prkra/Bcl2l12/Pih1d1/Ier3/Bax/Ikbkg/Bid/Wwox/Pias4/Map2k1/Hspb1/Cd44/Prdx2/Ubqln1/Hmox1/Trap1/Tmbim1/Sod2/Ctnnb1/Ppp2r1a/Tgfbr1/Cav1/Bcl2l1/Pttg1ip/G0s2/Hyal2/Eya4/Faf1/Psen2/Tnfrsf22/Pten/Pea15a/Pam16/Nol3/Nfe2l2/Slc25a5/Il19/Brca1/Atad5/Serinc3/Mmp9/Eya2/Stk4/Pmp22/Pcgf2/Aatf/Csf2/Fis1/Styxl1/Ubb/Hdac2/Fyn/Tnfaip3/Psen1/Apaf1/Il20ra/Timp3/Igf1/Sirt1/Unc5b/Adora2a/Mdm2/Mapk9/Rack1/Xbp1/Septin4/Rps6kb1/Nle1/Rffl/Nf1/Slc9a3r1/Bdkrb2/Hif1a/Zmynd11/Ripk1/Prelid1/Hnrnpk/Dapk1/Tert",97
"GO:1990542","BP","GO:1990542","mitochondrial transmembrane transport","28/3047","82/15222",0.001893006719508,0.001893006719508,0.0453074252970017,"Atp5pb/Akt1/Timm44/Tomm40/Atp5d/Timm50/Slc25a1/Slc25a18/Letm1/Slc1a3/Tomm40l/Mcu/Psen2/Slc25a41/Timm23/Pam16/Slc25a13/Atp5e/Slc25a5/Slc25a22/Micu1/Vdac1/Pnpt1/Tomm20l/Slc25a29/Mrs2/Mcur1/Sfxn1",28
"GO:0072577","BP","GO:0072577","endothelial cell apoptotic process","19/3047","49/15222",0.00189903483611101,0.00189903483611101,0.0453074252970017,"Krit1/Fasl/Il4/Mapk7/Ramp2/Col18a1/Angptl4/Braf/Tek/Hipk1/Gata2/Ager/Gata3/Nfe2l2/Plcg1/Cd40/Tnfaip3/Xbp1/Tert",19
"GO:0051101","BP","GO:0051101","regulation of DNA binding","35/3047","109/15222",0.0018990904201134,0.0018990904201134,0.0453074252970017,"Lhx2/Pparg/Lgals9/Calm1/Smo/Tgfb1/Klf4/Sri/Hmox1/Trim28/Tfap4/Mmp8/Cdt1/Runx1t1/Ctnnb1/Twist2/Nfib/Hipk1/Edf1/Sirt2/Ager/Itga2/Gata3/Mmp9/Hdac2/Hey2/Psen1/Igf1/Sirt1/Hspa4/Myocd/Id2/Irf4/Habp4/Nsd1",35
"GO:0032993","CC","GO:0032993","protein-DNA complex","36/3047","113/15222",0.00192403245258705,0.00192403245258705,0.0453074252970017,"Cdc45/Rpa1/Sp1/Jup/Pax2/Bcas2/Zbtb17/Pola1/Ctnnb1/Tinf2/Brf1/Rpa3/Tbp/Atf6b/Nfe2l2/Macroh2a1/H3f3b/Suz12/Med1/Tbx5/Ikzf1/Esr1/Macroh2a2/Tcf3/Helb/Nfyb/Pold2/Ten1/Ctc1/Gtf2a1/Polr2h/Esr2/Fos/Irf4/Hnrnpk/Slf1",36
"GO:0072175","BP","GO:0072175","epithelial tube formation","46/3047","153/15222",0.00192428912085699,0.00192428912085699,0.0453074252970017,"Lhx2/Sox9/Sec24b/Luzp1/Rarg/Irx2/Tulp3/Brpf1/Folr1/Tsc2/Tgfb1/Shh/Dvl3/Pax2/Rab23/Pax3/Prkacb/Prkaca/Ctnnb1/Tcap/Arid1a/Fzd3/Rala/Bmp7/Fuz/Cluap1/Gata3/Celsr1/Nup50/Sdc4/Ift52/Stk4/Pfn1/Wnt9b/Sfrp5/Apaf1/Cobl/Rock2/Hnf1b/Dvl2/Kat2a/Mthfd1/Hif1a/Tfap2a/Ptch1/Cdk20",46
"GO:0034243","BP","GO:0034243","regulation of transcription elongation from RNA polymerase II promoter","14/3047","32/15222",0.0019473223881151,0.0019473223881151,0.0453074252970017,"Ell2/Supt6/Shh/Gtf2f1/Cdk12/Map2k1/Ctnnb1/Nelfb/Rnf168/Nelfcd/Ikzf1/Supt4a/Recql5/Zmynd11",14
"GO:0001841","BP","GO:0001841","neural tube formation","39/3047","125/15222",0.0019666046901807,0.0019666046901807,0.0453074252970017,"Lhx2/Sec24b/Luzp1/Rarg/Tulp3/Brpf1/Folr1/Tsc2/Tgfb1/Shh/Dvl3/Pax2/Rab23/Pax3/Prkacb/Prkaca/Arid1a/Fzd3/Rala/Bmp7/Fuz/Cluap1/Celsr1/Nup50/Sdc4/Ift52/Stk4/Pfn1/Sfrp5/Apaf1/Cobl/Rock2/Dvl2/Kat2a/Mthfd1/Hif1a/Tfap2a/Ptch1/Cdk20",39
"GO:0031983","CC","GO:0031983","vesicle lumen","7/3047","11/15222",0.00196774949436423,0.00196774949436423,0.0453074252970017,"Ins2/Gcg/Dbh/Egfr/Prss57/Apob/Pcsk1",7
"GO:0048537","BP","GO:0048537","mucosa-associated lymphoid tissue development","7/3047","11/15222",0.00196774949436423,0.00196774949436423,0.0453074252970017,"Stat5a/Cacnb4/Ada/Ikzf1/Tcf3/Id2/Stat5b",7
"GO:0048541","BP","GO:0048541","Peyer's patch development","7/3047","11/15222",0.00196774949436423,0.00196774949436423,0.0453074252970017,"Stat5a/Cacnb4/Ada/Ikzf1/Tcf3/Id2/Stat5b",7
"GO:0060768","BP","GO:0060768","regulation of epithelial cell proliferation involved in prostate gland development","7/3047","11/15222",0.00196774949436423,0.00196774949436423,0.0453074252970017,"Wdr77/Serpinf1/Shh/Cdkn1b/Stk11/Apc/Ctnnb1",7
"GO:0070816","BP","GO:0070816","phosphorylation of RNA polymerase II C-terminal domain","7/3047","11/15222",0.00196774949436423,0.00196774949436423,0.0453074252970017,"Gtf2h4/Cdk12/Gtf2h1/Cdk9/Ppil4/Ccnk/Ccnh",7
"GO:0009152","BP","GO:0009152","purine ribonucleotide biosynthetic process","42/3047","137/15222",0.00196870431845712,0.00196870431845712,0.0453074252970017,"Dlat/Gmpr/Atp5pb/Il4/Coasy/Gmpr2/Tgfb1/Atp5d/Impdh1/Gcdh/Stat3/Map2k1/Adcy9/Ampd3/Atp5g1/Pdk1/Aprt/Bcl2l1/Tafazzin/Pdhx/Adssl1/Dguok/Slc25a13/Adss/Atp5e/Ada/Atp5g3/Acsl1/Pank3/Pdk4/Dip2a/Acsl6/Adcy1/Guk1/Adcy3/Dld/Nme2/Gucy2e/Pfas/Acly/Dcakd/Adcy2",42
"GO:0070301","BP","GO:0070301","cellular response to hydrogen peroxide","29/3047","86/15222",0.00197175889979689,0.00197175889979689,0.0453074252970017,"Mapk7/Akr1b3/Fbxo7/Stat6/Axl/Nqo1/Psap/Pax2/Aqp1/Mapk13/Trap1/Epor/Trpm2/Met/Rnf112/Nol3/Endog/Nfe2l2/Kdm6b/Pcgf2/Hdac2/Tnfaip3/Sirt1/Rack1/Ngb/Net1/Edn1/Ripk1/Glrx",29
"GO:0098862","CC","GO:0098862","cluster of actin-based cell projections","54/3047","186/15222",0.00197925978255511,0.00197925978255511,0.0453218660003938,"Gna12/Pemt/Myo18a/Car4/Mfsd10/Ift20/Slc26a3/Slc19a1/Folr1/Rac1/Rhoc/Rgs19/Tiam1/Slc9a3r2/Scin/Flii/Cd36/Pex19/Ddr1/Calb2/Aqp1/Pvalb/Actn3/Slc34a3/Slc5a6/Slc5a1/Cdh23/Ceacam16/Actn1/Cltrn/Ace2/Capza2/Eps8/Pls3/Myo1c/Myo1b/Myh11/Slc22a5/Gipc1/Pcmt1/Slc5a8/Npc1l1/Gna13/Slc26a4/Ace/Slc9a3r1/Pafah1b1/Pld2/Slc46a1/Myh10/Amn/Slc34a1/Slc28a3/Slc6a19",54
"GO:0030865","BP","GO:0030865","cortical cytoskeleton organization","22/3047","60/15222",0.0020256998085081,0.0020256998085081,0.0462247652533354,"Rnd2/Septin7/Rac1/Rhoc/Calr/Wdr1/Rhoa/Trpv4/Strip1/Fhod1/Actn1/Rnd3/Rac3/Rhobtb1/Epb41l2/Plek/Llgl1/Rock2/Pafah1b1/Llgl2/Ppp2r3c/Rhobtb3",22
"GO:0051495","BP","GO:0051495","positive regulation of cytoskeleton organization","59/3047","207/15222",0.00203283033763601,0.00203283033763601,0.0462275211081292,"Fer/Hip1r/Rac1/Spag5/Rhoc/Snx9/Braf/Scin/Cdkn1b/Hck/Ccl24/Nes/Wdr1/Apc/Arpc2/Tek/Pfdn2/Nphs1/Cdc42/Tgfbr1/Cav1/Rhoa/Arpc5/Nf2/Met/Vps4b/Spire2/Prox1/Git1/Trpv4/Ankrd53/Fhod1/Dstn/Wnt11/Tenm1/Sdc4/Myo1c/Baiap2l2/Pfn1/Mapt/Dync1h1/Alox15/Wasf1/Ccn2/Plek/Actr2/Nav3/Pdlim4/Drg1/Rock2/Nin/Tgfb3/Evl/Trim27/Carmil1/Edn1/Iqgap2/F2rl1/Jmy",59
"GO:0034599","BP","GO:0034599","cellular response to oxidative stress","68/3047","245/15222",0.00206166605813386,0.00206166605813386,0.0465778503258857,"Ngfr/Fer/Mapk7/Akr1b3/Akt1/Fbxo7/Stat6/Tmem161a/Axl/Prkd1/Prkra/Cd36/Keap1/Nqo1/Psap/Pax2/Aqp1/Mapk13/Hspb1/Prdx2/Ubqln1/Hmox1/Trap1/Epor/Pdk1/Sod2/Ctnnb1/Mgst1/Trpm2/Mpo/Met/Rnf112/Etv5/Nol3/Sirt2/Endog/Arnt/Nfe2l2/Mmp9/Mapt/Kdm6b/Pcgf2/Hdac2/Rwdd1/Fyn/Tnfaip3/Ptprk/Sirt1/Aifm2/Egfr/Mapk9/Rack1/Pnpt1/Xbp1/Ngb/Fut8/Hif1a/Eif2s1/Fbln5/Net1/Fos/Edn1/Ripk1/Fancc/Ercc6l2/Dapk1/Glrx/Dhfr",68
"GO:0030336","BP","GO:0030336","negative regulation of cell migration","72/3047","262/15222",0.00206236164092589,0.00206236164092589,0.0465778503258857,"Apoh/Ngfr/Gna12/Cdh1/Pparg/Pdgfb/Acvrl1/Adora3/Krit1/Serpinf1/Il4/Timp1/Nkx2-1/Jup/Marveld3/Akt1/Rac1/Ppard/Braf/Tgfb1/Shh/Apoe/Klf4/Dusp3/Has1/Calr/Stat3/Coro1c/Cnn2/Il27ra/Mef2c/Chrd/Rhoa/Hdac5/Bcr/Hyal2/Gm266/Fuz/Pten/Stc1/Ager/Srf/Cers2/Gnrh1/Nfe2l2/Wnt11/Stard13/Sulf1/Abr/Ada/Tbx5/Dpep1/Ptprk/Dcn/Srgap1/Ptprr/Nav3/Osbpl8/Adarb1/Igfbp3/Patz1/Myocd/Gna13/Mmp28/Nf1/Slc9a3r1/Cygb/Gtpbp4/Vash1/Evl/Drd1/Mctp1",72
"GO:0030133","CC","GO:0030133","transport vesicle","79/3047","292/15222",0.00207294416408454,0.00207294416408454,0.0466570691143871,"Cav2/Th/Cttnbp2/Septin1/Clcn4/Car4/Dnajc5/Snapin/Sec24b/Calm1/Shh/Ap2a2/Rab8a/Rab3b/Ncstn/Lin7b/Clcn5/Clcn3/Rab11a/Ap1s1/Syt5/Fgfr4/Bloc1s6/Apc/Syngr3/Stx1a/Bcl2l1/Fgfrl1/Vdac3/Syn2/Kcnq1/Snap47/Rnf112/Psen2/Atp6v0d1/Ptprs/Chp1/Kif1a/Prrt1/Steap2/Hspa8/Aph1a/Rab5a/Slc2a4/Ndel1/Rab3d/Atp6v0a1/Calm3/Gipc1/Gopc/Lin7a/Slc17a8/Atp2b1/Psen1/Stx7/Igf1/Sar1a/Ddc/Sar1b/Vdac1/Septin4/Gria1/Sypl/Kif3c/Rab10/Dlg4/Vamp2/Gosr2/Ston2/Sec23a/Rab15/Vti1b/Erg28/Amph/Nkd2/Pdcd6/Mctp1/Scamp1/Rab3c",79
"GO:0006109","BP","GO:0006109","regulation of carbohydrate metabolic process","51/3047","174/15222",0.00208043027936681,0.00208043027936681,0.0466662932339172,"Gcg/Pdgfb/Kat2b/Akt1/Tgfb1/Gnmt/Cd36/Stk11/Ranbp2/Ier3/Stat3/Akt2/Cd244a/Dgkq/Mlxipl/Insr/Ncoa2/Inpp5k/Cbfa2t3/Actn3/Pdk1/Slc4a1/Arpp19/Plcd1/Phlda2/Git1/Ppp1cb/Hsd11b1/C1qtnf1/Igfbp4/Adora2b/Ncor1/Slc35b4/Pdk4/Psen1/Cry1/Igf1/Sirt1/Ddit4/Plek/Grb10/Igfbp3/Ppp4r3b/Cox11/Pomc/Kat2a/Hif1a/Entpd5/Esrrb/Gpld1/Prxl2c",51
"GO:0015171","MF","GO:0015171","amino acid transmembrane transporter activity","26/3047","75/15222",0.00212166050862863,0.00212166050862863,0.047269570009098,"Slc7a7/Slc1a5/Slc25a18/Slc1a2/Slc1a6/Slc1a3/Ctns/Slc1a7/Slc38a3/Slc3a2/Slc47a1/Slc25a13/Slc13a3/Slc25a22/Slc16a10/Slc6a15/Slc17a8/Slc1a4/Slc36a1/Slc36a2/Slc22a4/Slc7a15/Slc9a3r1/Slc25a29/Sfxn1/Slc6a19",26
"GO:2000117","BP","GO:2000117","negative regulation of cysteine-type endopeptidase activity","26/3047","75/15222",0.00212166050862863,0.00212166050862863,0.047269570009098,"Wnt9a/Ddx3x/Akt1/Klf4/Bcl2l12/Pih1d1/Rps6ka1/Akt2/Dnaja3/Pax2/Aqp1/Cd44/Por/Nol3/Birc5/Mmp9/Arrb1/Dpep1/Mical1/Igf1/Adora2a/Mdm2/Nle1/Rffl/Cast/Naip1",26
"GO:0017157","BP","GO:0017157","regulation of exocytosis","62/3047","220/15222",0.00213977019963623,0.00213977019963623,0.0472711220026794,"Fer/Itgb2/Septin1/Adora3/Fmr1/Il4/Snapin/Lgals9/Calm1/Spi1/Braf/Rab8a/Rab3b/Gab2/Stxbp2/Syt5/Hmox1/Snf8/Hap1/Stx1a/Bcl2l1/Rala/Bcr/Vps4b/Git1/Tsg101/Gata2/Sdc4/Cyth1/Cacnb4/Abr/Rab5a/Cadps2/Adora2b/Crhr1/Rab3d/Atp6ap1/Calm3/Gipc1/Stxbp5/Mical1/Rab21/Adora2a/Adcy1/Septin4/Sdc1/Rab10/P2rx1/Pld2/Rph3al/Doc2b/Cacna1g/Fbxl20/Vamp2/Rab15/Trim9/Exoc2/Syk/Drd1/Glrx/F2rl1/Rab3c",62
"GO:0035148","BP","GO:0035148","tube formation","49/3047","166/15222",0.00214198568218393,0.00214198568218393,0.0472711220026794,"Lhx2/Cdh1/Sox9/Sec24b/Luzp1/Rarg/Irx2/Tulp3/Brpf1/Folr1/Tsc2/Tgfb1/Shh/Edar/Dvl3/Pax2/Rab23/Pax3/Prkacb/Prkaca/Ctnnb1/Tcap/Arid1a/Fzd3/Nfib/Rala/Bmp7/Fuz/Cluap1/Gata3/Celsr1/Nup50/Sdc4/Ift52/Stk4/Pfn1/Wnt9b/Sfrp5/Apaf1/Cobl/Rock2/Hnf1b/Dvl2/Kat2a/Mthfd1/Hif1a/Tfap2a/Ptch1/Cdk20",49
"GO:0034704","CC","GO:0034704","calcium channel complex","20/3047","53/15222",0.00214323419072004,0.00214323419072004,0.0472711220026794,"Calm1/Cacnb3/Cacna1e/Cacna1b/Mcu/Cacna2d2/Cacna1d/Cacnb4/Cacng2/Calm3/Trdn/Micu1/Fkbp1b/Cacng1/Cacng4/Cacna1g/Cacnb1/Ryr2/Catsper3/Pde4d",20
"GO:0048661","BP","GO:0048661","positive regulation of smooth muscle cell proliferation","33/3047","102/15222",0.00219531023000748,0.00219531023000748,0.0481532174114499,"Gnai3/Alox12/Pdgfb/Mef2d/Akr1b3/Akt1/Tgfb1/Foxj2/Dnmt1/Ccn4/Hmox1/Igf1r/Cyba/Retn/Ager/Itga2/Mmp9/Ddx39b/Igf1/Frs2/Mdm2/Rps6kb1/Nampt/Id2/Itgb3/Ern1/Stat5b/Mnat1/Hif1a/Edn1/Tert/Hmgcr/Pde4d",33
"GO:0045604","BP","GO:0045604","regulation of epidermal cell differentiation","18/3047","46/15222",0.00219783120810919,0.00219783120810919,0.0481532174114499,"Sult2b1/Keap1/Cyp27b1/Dll1/Macroh2a1/Srsf6/Etv4/Med1/Hey2/Macroh2a2/Rock2/Grhl1/Alox8/Sgpp1/Prkch/Zfp36l1/Sfrp4/Ptch1",18
"GO:0031406","MF","GO:0031406","carboxylic acid binding","46/3047","154/15222",0.00222139511007362,0.00222139511007362,0.048508331699586,"Glra1/Dbt/Pparg/Dbh/Ftcd/Srr/Slc19a1/Folr1/Ppard/Gnmt/Grin2d/Epdr1/Cd36/Gstm7/Psap/Cd33/Plod3/Crabp2/Slc1a3/Insr/P4htm/Sardh/Ptgds/Rxra/Pitpna/Glra2/Glra4/Rars/P4ha2/Tm4sf5/Plod1/Fabp7/P4ha1/Castor1/Acaca/Shmt1/Acox1/Nos2/Slc46a1/Nme2/Pygl/Akr1c12/Akr1c13/Akr1c18/Mtr/Dhfr",46
"GO:0015291","MF","GO:0015291","secondary active transmembrane transporter activity","60/3047","212/15222",0.00224274100863088,0.00224274100863088,0.0488128275805886,"Slc22a18/Clcn4/Slc5a5/Slc13a2/Slc26a3/Slc19a1/Slc1a5/Slc25a1/Clcn5/Clcn3/Slc25a18/Slc1a2/Letm1/Slc1a6/Slc1a3/Ctns/Slc34a3/Slc4a1/Slc4a3/Slc5a6/Slc1a7/Slc16a12/Mcu/Slc38a3/Slc47a1/Slc5a1/Slc41a1/Slc25a11/Slc9a5/Slc25a5/Slc35c2/Slc12a5/Slc12a7/Slc12a4/Slc13a3/Slc2a4/Slc22a5/Mfsd3/Slc25a22/Slc6a8/Slc35e1/Slc16a10/Slc6a15/Slc17a8/Slc5a8/Slc16a7/Slc1a4/Slc5a4b/Slc5a4a/Slc36a1/Slc36a2/Slc22a4/Slc26a4/Slc13a5/Slc6a4/Slc10a1/Slc34a1/Slc28a3/Slc6a19/Slc6a3",60
"GO:0032273","BP","GO:0032273","positive regulation of protein polymerization","37/3047","118/15222",0.0022948666226196,0.0022948666226196,0.0494466000763663,"Fer/Hip1r/Rac1/Snx9/Scin/Cdkn1b/Ccl24/Apc/Arpc2/Nphs1/Cav1/Rhoa/Arpc5/Met/Spire2/Git1/Ankrd53/Tppp3/Ttbk1/Tenm1/Myo1c/Baiap2l2/Pfn1/Mapt/Alox15/Wasf1/Actr2/Nav3/Drg1/Nin/Evl/Hsp90aa1/Trim27/Carmil1/Tppp/Iqgap2/Jmy",37
